title,time,county,link,img_url,content,town
高中生搭中捷遭砍傷 其父盼市長織起安全網.....讓家長放心,2024/5/31 20:45,台中,https://news.ltn.com.tw/news/society/breakingnews/4691238,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4691238_2_1.jpg,〔記者蔡淑媛／台中報導〕台中捷運隨機砍人案至今第10天，呂姓高中生被砍中3刀，呂父今天出示各界寄來的關心卡片，除感謝大眾，並希望市長幫忙加強乘客安全，能因此事為乘客織起安全網，讓小朋友搭乘中捷能安全、家長放心。,無相符區域
22年前偷渡到中國 台籍通緝男疾病纏身小三通回來了,2024/5/31 20:33,金門,https://news.ltn.com.tw/news/society/breakingnews/4691228,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4691228_1.jpg,〔記者吳正庭／金門報導〕59歲洪姓男子22年前因案偷渡到中國，近年疾病纏身，不良於行，今天在金門紅十字會協助下，由家人陪同自廈門循小三通返回金門，將在醫院觀察健康狀況，評估後送台灣本島治療；由於洪男仍被通緝中，警方派員到場。,無相符區域
消防員身高限制違憲 消防署：將隨考選制度調整基礎條件,2024/5/31 18:41,台北,https://news.ltn.com.tw/news/society/breakingnews/4691124,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4691124_1_1.jpg,〔記者鄭景議／台北報導〕陳姓女子通過警消人員四等特考，卻在受訓時發現身高僅158.9公分，與規定相差1.1公分，慘遭廢止受訓資格，陳女質疑規定違憲聲請釋憲，憲法法庭今判決違憲；對此內政部消防署表示，未來將依消防人員執行工作實際需求，配合考選制度調整選任女性消防人員基礎條件。,無相符地區
77歲阿嬤開車擋救護車 3分鐘擋3次下場曝,2024/5/31 18:09,彰化,https://news.ltn.com.tw/news/society/breakingnews/4691090,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4691090_1_1.jpg,〔記者湯世名／彰化報導〕1輛轎車日前行經彰化市中山路與中央路口時，擋住後方1輛救護車長達3分鐘，左擋右擋前後多達3次，一旁機車騎士破口大罵，警方昨（30日）通知77歲阿嬤到案，阿嬤道歉說，當時她聽到鳴笛聲太過緊張，前方又是紅燈，不知該如何是好，警方則依法告發，可處3600元罰鍰，並吊銷駕照。,彰化市
富基漁港漁船竄白煙 初判機艙引擎、線路過熱引發,2024/5/31 18:01,新北,https://news.ltn.com.tw/news/society/breakingnews/4691081,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4691081_1_1.jpg,〔記者林嘉東／新北報導〕新北市石門區富基漁港內「新豐盈186號」漁船，今（31日）下午1點半突然竄出白煙，消防員獲報趕抵迅速控制火勢，初步研判機艙內引擎、線路過熱引發冒煙、悶燒；火警原因待火災鑑識中心調查釐清。,石門
邱素貞瑜伽天地無預警倒閉 更一審判賠消費者3721萬,2024/5/31 17:01,台北,https://news.ltn.com.tw/news/society/breakingnews/4690972,https://img.ltn.com.tw/Upload/news/600/2024/05/31/phpCoXGej.jpg,〔記者溫于德／台北報導〕老字號邱素貞瑜伽天地公司8年前無預警倒閉，台灣消費者保護協會代替692名消費者求償課程費用與5倍懲罰性賠償金，共2.8億餘元。台北地院一審原命邱素貞瑜伽天地應賠償1970萬多元，經高等法院二審廢棄發回，北院更一審昨命邱素貞瑜伽公司天地應賠償3721萬多元，懲罰性賠償金部分免賠。可上訴。,無相符區域
苗警執行「安居緝毒專案」 查扣毒品咖啡包4千餘包,2024/5/31 17:00,苗栗,https://news.ltn.com.tw/news/society/breakingnews/4690883,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690883_1_1.jpg,〔記者張勳騰／苗栗報導〕苗栗縣警察局配合內政部警政署執行全國「第10波安居緝毒專案」，今年3月起執行該專案期間動員警力301人次，針對高風險涉毒營業場所實施臨檢、攔查等強勢作為，查獲毒品案件57件87人，其中涉嫌製造、販賣、運輸共計18人，查扣各級毒品近23公斤，其中毒品咖啡包達4369包，彩虹菸2705支等相關步案嫌犯，全案依毒品危害防制條例等罪嫌移送法辦。,無相符區域
最危險的地方最安全？詐團車手約被害人家中取款 警甕中捉鱉,2024/5/31 16:54,彰化,https://news.ltn.com.tw/news/society/breakingnews/4690928,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690928_2_1.jpg,〔記者陳冠備／彰化報導〕彰化縣員林警分局接獲報案，民眾疑似誤信網路股市投資，準備交付50萬元現金給詐騙集團，林姓車手還三度變換取款地點，最後約定被害人家中取款，以為最危險的地方最安全，警方早已埋伏，見林男一拿到50萬元，立刻衝出壓制。訊後將林男依詐欺、洗錢等罪嫌移送彰化地檢署偵辦。,無相符區域
被高雄警連逮2次 通緝犯狐疑「你一直在盯我嗎？」,2024/5/31 16:43,高雄,https://news.ltn.com.tw/news/society/breakingnews/4690923,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690923_1_1.jpg,〔記者洪臣宏／高雄報導〕高雄市小港分局潘姓警員熟記轄內列管人口口卡，巡邏時看到剛被發布通緝的黃姓男子，將他逮捕，潘員2月間就曾逮捕持毒的黃男，當時只憑從口卡印象就認出他來，黃男不禁連珠問「你是專門抓我的嗎？」、「你一直在盯我嗎？」,小港
黑幫新興毒品「哈密瓜錠」工廠被破 查獲市價7000萬元毒錠10萬顆,2024/5/31 16:17,台北,https://news.ltn.com.tw/news/society/breakingnews/4690837,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690837_1_1.jpg,〔記者邱俊福／台北報導〕竹聯幫豹堂分子陳政陞，涉嫌扮演製毒師，在新北市設置製毒加工廠，以混合各種毒品方式，研發時下流行的「哈密瓜錠」新興毒品，販售牟利。刑事局偵一大隊第二隊今宣布偵破，先後逮捕陳嫌與旗下練姓、吳姓2名共犯，並查獲市價7000萬元的毒錠高達約10萬顆，以及大批半成品、製毒工具等等，依法移送檢方偵辦。,無相符區域
全面掃黑逮3大哥19小弟 基隆檢警再破6賭場,2024/5/31 16:17,基隆,https://news.ltn.com.tw/news/society/breakingnews/4690795,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690795_1_1.jpg,〔記者林嘉東／基隆報導〕黃姓男子為了2萬元債務，設局約魏姓債務人談判，夥同小弟持鐵棍將他打到昏迷住院，巧遇謝姓男子與前女友聊天，竟又撂人持西瓜刀砍傷謝男。基隆配合警政署「全國同步掃黑行動」，報請檢察官指揮偵辦，瓦解黃男等9名暴力犯罪集團。檢察官複訊後，將黃男依犯組織犯罪防制條例、殺人未遂等罪嫌聲押獲准。,無相符區域
慣竊拒捕開車狂飆蘆洲市區 自撞電桿遭警逮,2024/5/31 16:13,新北,https://news.ltn.com.tw/news/society/breakingnews/4690775,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690775_1_1.jpg,〔記者徐聖倫／新北報導〕44歲胡姓慣竊專盜車牌犯案，已被警方鎖定多時。今上午警方在新北市蘆洲區發現他的身影並追捕，不料胡男毫不配合，雙方展開追逐，直到胡男自行撞車才就範。警方在他車上搜出毒品、犯案工具，警詢後依法究辦。,蘆洲
雙腳泡乾冰10小時自殘欲詐4千萬失敗 男大生今被判刑,2024/5/31 16:12,台北,https://news.ltn.com.tw/news/society/breakingnews/4690810,https://img.ltn.com.tw/Upload/news/600/2024/05/31/phpOhBWL5.jpg,〔記者溫于德／台北報導〕得罪黑道的張姓男大生擔心遭遇不測，聽從廖姓友人的建議，錄下腳泡乾冰桶10小時的自殘雙腳影片，一方面給黑道交代，同時欲藉此詐領鉅額保險金4126萬多元，但其中4103萬多元未遂。台北地院今依詐欺等罪對廖男判刑6年，另對張判刑2年、緩刑2年。,無相符區域
竹市晴空匯大火2勇消殉職 賴總統捻香致意,2024/5/31 15:59,新竹,https://news.ltn.com.tw/news/society/breakingnews/4690829,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690829_1_1.jpg,〔記者蔡彰盛／新竹報導〕新竹市慈雲路住宅大樓晴空匯26日深夜發生火警，消防局金山分隊隊員李詠真、周立鑫成功協助住戶疏散，因傳出有住戶仍在建築內，二人再次進入火場救人時，因氣瓶耗盡倒臥樓梯間雙雙殉職，總統賴清德今下午前往靈堂致意，表示後續2位英雄的聯合公祭，以及總統府的褒揚令，都會好好地來辦。,無相符區域
投資靈骨塔可賺16倍？ 2女遭假業務員拐走239萬,2024/5/31 15:29,高雄,https://news.ltn.com.tw/news/society/breakingnews/4690685,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690685_1_1.jpg,〔記者黃佳琳／高雄報導〕陳姓男子偽裝成骨灰罐買賣業務員，向弟弟的翁姓女友人及不認識的蕭姓婦人謊稱，有某家族想要購買大批靈骨塔位，轉手最高可獲利16倍，2女拿出239萬投資，結果錢被騙光，高雄地院依偽造文書等罪判他徒刑2年。,無相符區域
勾結詐團女友洩密、收勞力士黑水鬼還幫洗錢 北市刑大偵查佐被訴,2024/5/31 15:26,新北,https://news.ltn.com.tw/news/society/breakingnews/4690782,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690782_1_1.jpg,〔記者王定傳／新北報導〕台北市刑警大隊偵五隊偵查佐楊家偉與電信詐團成員戴嘉瑩交往，涉洩漏詐團成員偵辦進度及警方查緝專案訊息給戴女，並收下詐團贈送的50萬元勞力士黑水鬼錶及8千元錶帶，另出名幫女友購入位於新北市新莊區中原東路房產，幫忙藏匿犯罪所得，新北地檢署今依違反貪污治罪條例等罪，起訴楊員及戴女、詐團首腦詹宗穎共38人。,新莊
與父親吵架雲林男大生負氣離家徒步百里走到台中 大甲警苦勸返家,2024/5/31 15:24,台中,https://news.ltn.com.tw/news/society/breakingnews/4690744,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690744_1_1.jpg,〔記者張軒哲／台中報導〕雲林縣一名20歲吳姓男大生因學業職涯問題與父親吵架，負氣從雲林離家2天徒步走了一百多公里，經過台中市大甲路段，昨日凌晨被日南派出所員警巡邏發現，因吳男已被家人通報失蹤協尋，隨即將吳男帶回派出所並通知家人，在員警勸導後，由母親載返雲林。,大甲
高雄火車站附近驚見老翁倒臥花圃內 路人忙報警,2024/5/31 15:17,高雄,https://news.ltn.com.tw/news/society/breakingnews/4690796,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690796_1_1.jpg,〔記者許麗娟／高雄報導〕有民眾今（31）日上午行經高雄火車站站東路時，驚見一處花圃內竟然倒臥一名男子且呼叫無回應，嚇到以為人已往生，連忙報警，警消獲報後前往處理，倒臥的白姓老翁（79歲）稱是糖尿病發作身體暈眩，經處置後立即將他送醫治療。,無相符區域
直播帶貨當掩護 新北警破毒蟲據點驚見「超大K盤」,2024/5/31 14:48,新北,https://news.ltn.com.tw/news/society/breakingnews/4690668,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690668_3_1.jpg,〔記者徐聖倫／新北報導〕30歲林姓男子日前在新北市板橋與人鬥毆，警方趕抵時已鳥獸散，近一步調查發現，林男與三五好友們以一處民宅為據點，經營網路直播作為掩護。警方循線於昨日晚間前往查緝，將屋內連林男在內共5男3女逮捕，並查獲包含K他命、開山刀等各式違禁品，桌上內還有「超大號K盤」。,板橋
不是秋天才要防虎頭蜂！尖石登山客被螫 意識模糊坐路邊,2024/5/31 14:31,新竹,https://news.ltn.com.tw/news/society/breakingnews/4690703,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690703_1_1.jpg,〔記者黃美珠／新竹報導〕不是秋天上山才要小心虎頭蜂！新竹縣50多歲薛姓男子今天到尖石小錦屏溫泉泡湯，騎車下山途中遭到虎頭蜂攻擊後導致過敏，所幸被尖石分駐所警員高恩賜、王柏惟發現，協助載往尖石消防分隊後送醫，所幸沒有大礙。,尖石
6度衝火場救出老翁 高中生林雅各估今天下午出院,2024/5/31 14:21,苗栗,https://news.ltn.com.tw/news/society/breakingnews/4690735,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690735_1_1.jpg,〔記者蔡政岷／苗栗報導〕苗栗縣立興華高中2年級學生林雅各，29日前往住家附近超商買早餐時，見到一名獨居7旬老翁受困火場，冒險「6進6出」火場，順利救出老翁，不過因吸入濃煙導致一氧化碳中毒送醫，經送醫後接受高壓氧治療恢復良好，治療林雅各的為恭醫院表示，31日下午林雅各接受第3次高壓氧治療後即可出院。,無相符區域
台南麻豆2車擦撞5傷 1男跑掉竟是通緝犯被逮回,2024/5/31 14:14,台南,https://news.ltn.com.tw/news/society/breakingnews/4690662,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690662_1_1.jpg,〔記者楊金城／台南報導〕台南麻豆區安正里小娘媽廟附近農路今天（31日）上午10點41分發生2輛轎車擦撞，其中1輛翻覆，2名女子受困車內，疑為駕駛的29歲吳姓男子竟然就跑了，被員警找回查出是名通緝犯。,麻豆
獨家》佯裝「韓系美男」誘拍清涼照 噁男迫國三女學生發生關係,2024/5/31 14:01,新北,https://news.ltn.com.tw/news/society/breakingnews/4690669,https://img.ltn.com.tw/Upload/news/600/2024/05/31/phpGhb444.jpg,〔記者徐聖倫／新北報導〕北部某國中3年級女學生「晴晴」（化名）喜愛韓流偶像，不料月前遭有心人士誘騙，用「韓系美男」假頭像與晴晴在網路攀談，營造戀愛氛圍，要求晴晴傳裸照、自慰影片等。相約見面後更以「外流」為威脅成功性侵得逞。警方獲報已傳訊犯嫌到案，依違反兒少性剝削條例、妨害性自主等罪嫌送辦。,無相符區域
寶林茶室案增1被告限制出境出海 尚有2人加護病房救治中,2024/5/31 13:10,台北,https://news.ltn.com.tw/news/society/breakingnews/4690630,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690630_1_1.jpg,〔記者陳彩玲／台北報導〕寶林茶室食安風波累積4名死亡個案，還有2名個案在加護病房救治中，檢警3月搜索約談後，將寶林茶室負責人黎仿軒、周姓廚師、代班胡姓廚師、王姓店長列被告，限制出境出海，為釐清「邦克列酸」究竟從何而來，檢方日前再約談1名相關工作人員，訊後依涉犯食安法、過失致死等罪，限制出境出海。,無相符區域
愛Kitty到最高點 竊盜被捕也無悔,2024/5/31 13:02,新竹,https://news.ltn.com.tw/news/society/breakingnews/4690607,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690607_1_1.jpg,〔記者黃美珠／新竹報導〕新竹縣26歲黃姓女子是Kitty貓的忠實粉絲，愛到最高點，甚至下手偷回後把贓物當珍寶，就算因此被警察人贓俱獲，逮到也無悔。新竹縣竹北警分局訊後依竊盜、毒品罪嫌，把她移送法辦。,竹北
孫女坐輪椅被擋住無法出電梯 阿嬤火大動手扯擋道婦頭髮往外拉,2024/5/31 12:46,高雄,https://news.ltn.com.tw/news/society/breakingnews/4690527,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690527_1_1.jpg,〔記者黃佳琳／高雄報導〕張姓女子身體不方便，坐輪椅和爸媽、外婆到美式大賣場消費，一家四口購物後搭電梯下樓時，竟被程姓婦人用賣場推車堵住電梯門，張母請程婦先把推車移至電梯外方便女兒離開，但程婦充耳不聞長達20秒，張女外婆氣炸一把扯住程婦頭髮往外拉，賣場人員報警後，程婦被法官依強制罪判拘役10日，得易科罰金。,無相符區域
2名美髮設計師被色老闆性侵 忍辱裝針孔讓他「一次斃命」,2024/5/31 12:37,高雄,https://news.ltn.com.tw/news/society/breakingnews/4690565,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690565_1_1.jpg,〔記者黃佳琳／高雄報導〕2名髮型設計師被色老闆性侵，她們為了取得受辱事證，偷偷在店裡裝針孔攝影機，食髓之味的謝姓老闆果然又在店裡對2女出手，被清楚拍下惡行惡狀，兩女拿著影片向警方報案，雄檢認定謝男有反覆實施犯罪之虞，向法院聲押獲准。,無相符區域
桃市觀音區工廠染劑燃燒起火 半小時撲滅無人傷,2024/5/31 12:12,桃園,https://news.ltn.com.tw/news/society/breakingnews/4690552,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690552_1_1.jpg,〔記者周敏鴻／桃園報導〕桃園市觀音區白玉北路1間2層樓工廠，今天（31日）上午9點多，1樓作業區的染劑燃燒而發生火警，市府消防局獲報後，派遣消防隊員43人、20輛消防車等各式車輛救援，上午10點28分左右，已順利撲滅火勢，沒有人員受傷。,"桃園市,觀音"
張榮興認北市警局長人選溝通上有不妥 未來將採單一人選逐次討論,2024/5/31 12:08,台北,https://news.ltn.com.tw/news/society/breakingnews/4690488,https://img.ltn.com.tw/Upload/news/600/2024/05/31/phpFsLyPk.jpg,〔記者邱俊福／台北報導〕面對台北市警局長人選出爐後發生中央、地方交鋒狀況，警政署長張榮興今天坦言，整個北市警局長人選跟北市府協調上確有不妥之處，但警政一條鞭，需尊重專業，未來將採取單一人選向地方首長推薦，逐次討論，進行充分溝通，以避免不必要的爭議。,無相符區域
老藥頭窩雜亂屋嗆找不到毒 警埋伏回馬槍這下栽了,2024/5/31 12:07,高雄,https://news.ltn.com.tw/news/society/breakingnews/4690520,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690520_1_1.jpg,〔記者許麗娟／高雄報導〕高雄市警方獲報在三民區某社區內，一名老藥頭黃男（62歲）長期以透天厝做為販賣安非他命等毒品的聚點，員警3月前往搜索，但只查到吸食器等，未發現毒品，還被黃男嗆抓不到，於是再派員前往埋伏，前（29）日見疑似藥腳前往買毒，當場攔查並再搜索黃男住處，查獲2包毒品安非他命。,三民
中捷砍人案》臉留2條長疤！長髮男今出院拍影片感謝關心,2024/5/31 11:48,台中,https://news.ltn.com.tw/news/society/breakingnews/4690514,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690514_1_1.jpg,〔記者蔡淑媛／台中報導〕台中捷運21日發生車廂內砍人案震驚社會，20歲的洪姓男子攜帶3把刀進入捷運車廂，隨機攻擊乘客，17歲呂姓高中生及27歲的長髮男許瑞顯慘遭砍傷，英勇制伏洪嫌的許男在左臉留下長達9公分及嘴唇3公分傷口，住院10天治療，恢復良好，今天出院，他也錄影片感謝社會大眾，呂生預計也將在近日出院。,無相符地區
電影「曙光」開鏡 方季惟扮彰化縣警局刑警大隊長打詐,2024/5/31 11:45,彰化,https://news.ltn.com.tw/news/society/breakingnews/4690491,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690491_1_1.jpg,〔記者湯世名／彰化報導〕反毒、反詐公益電影「曙光」今天（31日）在彰化縣警局舉行開鏡儀式，「軍中情人」方季惟特地穿著刑警背心亮相，她將在劇中飾演彰化縣警局刑警大隊長，取景地點將借用彰化縣警局刑警大隊長室、派出所等辦公場所，彰化縣警局長陳明君還將客串演出，備受期待。,無相符地區
分手不放手！傳送前女友私密不雅影片 恐怖情人被起訴,2024/5/31 11:40,桃園,https://news.ltn.com.tw/news/society/breakingnews/4690459,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690459_1_1.jpg,〔記者周敏鴻／桃園報導〕桃園市35歲張姓男子與林姓女子曾短暫交往，桃園地檢署調查，兩人後因個性不合分手，張男對林女心生怨懟，將之前攝錄的林女不雅私密影片，透過手機通訊軟體傳給林女，讓林女嚇得報警，檢方今天（31日）偵結，以妨害自由的恐嚇案件，將林男提起公訴。,桃園市
瓜農不務正業租透天厝種大麻 單次收成不法獲利高達1.3億元,2024/5/31 11:36,雲林,https://news.ltn.com.tw/news/society/breakingnews/4690472,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690472_2_1.jpg,〔記者黃淑莉／雲林報導〕雲林地檢署指揮台南市、台中市及雲林縣警方，查獲一處藏身在二崙一間透天厝民宅大麻種植場，裡面種有442株大麻，當場逮捕王姓製毒師及黃男、楊男2名共犯，訊後3人被收押，檢方初估，該場單次收成最高不法獲利達1.3億元，檢方偵查終結昨（30日）依違反毒品危害防制條例起訴。,二崙
開刀房三角畸戀！男護理師曖昧對話曝光 人妻怒告小三同事,2024/5/31 11:35,台南,https://news.ltn.com.tw/news/society/breakingnews/4690457,https://img.ltn.com.tw/Upload/news/600/2024/05/31/phpgD3btl.png,〔記者王俊忠／台南報導〕一名年輕的李姓女護理師於2020年3月到一家大型醫院開刀房任職，較資深的人夫護理師作為臨床指導教師，也在該開刀房服務的L姓女護理師（人夫護理師的妻子）從李女與丈夫LINE對話發現兩人有婚外情性行為。李女否認並辯是受男方脅迫騷擾、寫曖昧訊息賣給對方，但未提出佐證，法官不採信、判李女要賠10萬元給元配。,無相符區域
中信老臣張明田涉台南購地弊案 一審判無罪理由曝,2024/5/31 11:21,台北,https://news.ltn.com.tw/news/society/breakingnews/4690448,https://img.ltn.com.tw/Upload/news/600/2024/05/31/phptJDBeQ.jpg,〔記者溫于德／台北報導〕中信金控老臣張明田涉內湖購地弊案，被認違反兩個金融控股法的特別背信罪，各判刑8年6月，併科9千萬、3億罰金。檢方另指張明田賤售中信金台南土地，從中賺取上億佣金，依特別背信罪起訴張氏兄弟共8人；一審台北地院歷經5年審理，考量證據不足，今天上午諭知8人均無罪。,內湖
老翁被騙匯500餘萬又給逾300萬元黃金 車手落網求刑2年半,2024/5/31 11:14,桃園,https://news.ltn.com.tw/news/society/breakingnews/4690445,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690445_1_1.jpg,〔記者周敏鴻／桃園報導〕桃園市70歲退休陳姓老翁誤信詐騙集團的投資陷阱，先匯款500餘萬元到詐團指定的人頭帳戶，又交付價值超過300萬元的2塊500公克、2塊250公克黃金，給詐團車手王姓男子，警方事後追查逮回王男，桃園地檢署今天（31日）偵結，因王男涉嫌詐欺案件將他提起公訴，並建請法官求刑2年6個月，「以契合社會之法律感情」。,桃園市
詐欺犯住旅館躲警查緝 竟從6樓跳下身亡,2024/5/31 11:05,新北,https://news.ltn.com.tw/news/society/breakingnews/4690173,https://img.ltn.com.tw/Upload/news/600/2024/05/30/4690173_1_1.jpg,"〔記者陸運鋒／新北報導〕遭桃園地檢署發布詐欺通緝的許姓男子，29日在新北市新店區肇事逃逸後入住某旅館，警方30日晚間循線上門查緝時，許男竟從6樓房間往下跳，當場失去呼吸心跳，警方隨即通報救護人員前來，緊急將其送往醫院搶救，但仍宣告不治。
更新時間 05-31 11:05（嫌犯宣告不治，搜出毒品）",新店
投資群組「穩賺不賠」 男子心動險匯10萬給詐團,2024/5/31 10:47,桃園,https://news.ltn.com.tw/news/society/breakingnews/4690417,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690417_1_1.jpg,〔記者周敏鴻／桃園報導〕桃園市53歲黃姓男子透過手機通訊軟體加入股票投資群組，卻是詐騙集團的陷阱，詐騙集團成員假扮成投資專員，多次分享股票獲利經驗，還標榜「穩賺不賠」，讓黃男上鉤，準備匯款10萬元給對方來買賣股票，還好金融機構行員與警方聯手勸阻，沒讓詐騙集團得手。,桃園市
韓籍醉男大鬧小港機場航警霸氣壓制 現場一片掌聲,2024/5/31 10:42,高雄,https://news.ltn.com.tw/news/society/breakingnews/4690385,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690385_1_1.jpg,〔記者洪臣宏／高雄報導〕一名酒醉韓國籍旅客昨（30）日深夜入境台灣，通過海關後疑想起行李未領齊，意欲返回管制區遭阻止，竟站在入境門門口阻擋住其他旅客出境，且多次與機場工作人員肢體推擠，航警到場仍不改盛氣凌人，還以不雅手勢及穢語污辱員警，遭壓制在地，現場響起一片掌聲及喝采，該男子今（31）日被警方以妨害公務罪送辦。,小港
16歲女子報案稱在百貨公司遭偷拍 警當場要求男子刪除,2024/5/31 10:33,高雄,https://news.ltn.com.tw/news/society/breakingnews/4690400,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690400_1_1.jpg,〔記者洪臣宏／高雄報導〕一名16歲少女在網路上自述，在高雄某百貨公司美食街遭一名男子偷拍，前鎮分局今（31）日說明，該男子側錄少女樣貌，因拍攝地點為公共場所且非隱私部位，當場要求男子刪除影像，報案人暫不追究或提出告訴。,前鎮
國防部士兵墜樓身亡 軍方將報請檢方相驗釐清,2024/5/31 10:19,台北,https://news.ltn.com.tw/news/society/breakingnews/4690390,https://img.ltn.com.tw/Upload/news/600/2024/05/31/phpc9uzZv.png,〔記者邱俊福／台北報導〕國防部內一棟大樓今天凌晨驚傳一名于姓上等兵墜樓意外，軍方經緊急送往內湖三軍總醫院搶救，仍回天乏術，至於詳細墜樓原因是尋短或者意外，軍方將報請檢方相驗，進一步釐清。,內湖
醉不上道！台南新公布19名酒駕累犯違規名單 累計458人,2024/5/31 10:10,台南,https://news.ltn.com.tw/news/society/breakingnews/4690376,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690376_1_1.jpg,〔記者洪瑞琴／台南報導〕南市今（31）日公布第36批酒駕累犯名單，共有19名累犯違規人，其中東區占5名最多，醉駕新法上路2年多來累計公布458人。,東區
與「北市警局長」錯過 方仰寧：做的不周延的地方會虛心檢討,2024/5/31 09:45,台北,https://news.ltn.com.tw/news/society/breakingnews/4690352,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690352_1_1.jpg,〔記者鄭景議／台北報導〕台北市警察局長人選昨天（30日）揭曉，原本呼聲甚高的警專校長方仰寧意外落馬，外傳引起台北市長蔣萬安大為不滿，北市國民黨議員也痛批「耍人很有趣嗎？」；對此方仰寧今日發聲明指出：做的有不周延的地方，會虛心檢討改進。,無相符區域
駕200萬野馬跑車撞山壁 男子酒測超標送醫救治,2024/5/31 09:45,新北,https://news.ltn.com.tw/news/society/breakingnews/4690357,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690357_1_1.jpg,〔記者林嘉東／新北報導〕林姓男子駕駛1 輛售價近200萬元野馬雙門跑車，今（31日）日清晨途經新北市瑞芳區逢甲路時，失控自撞山壁，車體嚴重受損，警方趕抵施以酒測，酒測值達每公升0.47毫克，全案朝公共危險罪嫌偵辦。,瑞芳
竹市晴空匯火警 時力黨團：市府應調查斷電系統、材料是否合規,2024/5/31 09:33,新竹,https://news.ltn.com.tw/news/society/breakingnews/4690345,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690345_1_1.jpg,〔記者蔡彰盛／新竹報導〕時代力量新竹市議會黨團於今日召開「建管漏洞釀災害、調查別再慢半拍」記者會，針對本週新竹市東區高樓大火，4天過去依然不見新竹市政府對於該棟大樓防火區劃失效、緊急電源失能等問題提出具體行政調查方向，甚至對於豐邑建設以「已取得使照」為由試圖撇清責任也無任何回應。要求市府應積極調查該大樓的配電箱斷電系統、緊急電源電纜及防火填塞材料是否合規，以釐清諸多疑點，維護住戶權益。,東區
方仰寧錯失北市警局長 老家鄉親：惋惜、不解,2024/5/31 08:34,彰化,https://news.ltn.com.tw/news/society/breakingnews/4690308,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690308_2_1.jpg,〔記者湯世名／彰化報導〕台北市警察局長人選昨天（30日）揭曉，原本呼聲甚高的警專校長方仰寧意外落馬，消息傳回到其彰化縣和美老家，地方人士直呼惋惜、不解；方仰寧曾任彰化縣警局長，有幹部說，方仰寧最有名的是2019年大甲媽遶境彰化發生流血衝突，他曾公開向黑道嗆聲「大家相堵ㄟ丟！ 」（意指走著瞧），徹底壓制黑幫囂張氣焰，至今仍為基層津津樂道。,和美
雨天犁田機車飛出撞倒行人重傷 男被求償1384萬,2024/5/31 08:24,新竹,https://news.ltn.com.tw/news/society/breakingnews/4690299,https://img.ltn.com.tw/Upload/news/600/2024/05/31/4690299_1_1.jpg,〔記者蔡彰盛／新竹報導〕新竹市陳姓男子雨天騎機車不減速慢行，行經彎道時滑倒，機車飛出撞上路過行人，導致對方顱內出血、性格改變等重傷害，事後家屬求償1384萬餘元，陳男遲不積極和解，新竹地院依過失傷害致人重傷罪判刑7月。,無相符區域
