title,time,county,link,img_url,content,town
性愛行事曆曝光 他偷吃女同事89次 妻斥貪齊人之福,2024/6/2 20:49,高雄,https://news.ltn.com.tw/news/society/breakingnews/4692889,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692889_1_1.jpg,〔記者鮑建信／高雄報導〕保險公司曾姓職員偷吃黃姓女同事後，將嘿咻次數、旅館名稱、約會時間等過程，詳細記錄在行事曆留作紀念，被其妻發現後大怒求償200萬元，高等法院高雄分院判決2人共賠償20萬元。,無相符區域
砸地影像曝！台中西屯大樓突下磁磚雨 小黃停紅燈衰被擊中,2024/6/2 20:48,台中,https://news.ltn.com.tw/news/society/breakingnews/4692883,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692883_2_1.jpg,〔記者許國楨／台中報導〕台中市西屯區一棟大樓外牆，昨因不明原因突下起「磁磚雨」，一大片磁磚剝落後直接掉落地面，當場砸中一輛正在停等紅燈的小黃，造成車頂多處凹陷，警方獲報趕往交管，所幸當時沒有機車或行人行經遭波及，而小黃運將也當場與大樓管委會達成和解，虛驚一場。,西屯
宜縣性騷常客犯後有悔意積極治療？ 獲輕判躲過牢獄之災,2024/6/2 20:17,宜蘭,https://news.ltn.com.tw/news/society/breakingnews/4692871,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692871_1_1.jpg,〔記者江志雄／宜蘭報導〕宜蘭縣39歲李姓男子有多次違反性騷擾防治法前科，今年3月又在羅東夜市伸出鹹豬手，檢察官將他起訴，求刑有期徒刑8月，一審法官認為，李男犯後已有悔意，且積極尋求治療，處有期徒刑6月，併科罰金5萬元，有期徒刑可易科18萬元罰金，李男因此躲過牢獄之災。,羅東
雲林火警救出4人！3歲男童戴共生面罩不哭鬧 眾人誇讚：好勇敢,2024/6/2 19:53,雲林,https://news.ltn.com.tw/news/society/breakingnews/4692805,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692805_2_1.jpg,〔記者李文德／雲林報導〕雲林縣斗南鎮西伯里一處民宅，今天中午1點多，疑似煮飯不慎起火，瞬間廚房濃煙密布，4名人員受困家中2樓陽台。消防人員立即到場全力滅火，更由消防員使用共生面罩，將受困人員救出。其中一名年僅3歲的小男童戴上面罩時，表現得非常冷靜，不慌不忙配合消防人員，被現場人員誇讚「超勇敢」。,斗南
詭譎！乩童起乩突倒地不起 幼教師緊急CPR送醫仍不治,2024/6/2 19:10,嘉義,https://news.ltn.com.tw/news/society/breakingnews/4692828,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692828_1_1.jpg,〔記者蔡宗勳／嘉義報導〕台中地區某宮廟昨（1）日中午到嘉義縣梅山鄉玉虛宮進香，兩位男乩童在廟前起乩時，後方裸露上身的乩童突「扑街」陷入昏迷，懂得急救的幼兒園老師陳怡真見狀立即衝上前做CPR，但嘉縣消防局獲報到場救援已無呼吸心跳，送往嘉義大林慈濟醫院急救仍告不治。,"大林,梅山"
划算？17次販毒所得1.3萬 苗栗男遭重判87年2個月,2024/6/2 18:38,苗栗,https://news.ltn.com.tw/news/society/breakingnews/4692804,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692804_1_1.jpg,〔記者彭健禮／苗栗報導〕苗栗縣邱姓男子於1個月餘間，販售微量到1公克不等的二級毒品安非他命17次，收取1萬3000元，並2次轉讓數量不詳的一級毒品海洛因、安非他命被逮。邱男被苗栗地方法院依犯17次販售第二級毒品罪，判刑87年2個月；另犯1次轉讓第一級毒品罪被判刑1年2個月、1次轉讓禁藥罪被判刑7個月。併應執行有期徒刑8年。,無相符區域
幸運兒是誰？彰化和美大樂透1億元得主曝光,2024/6/2 18:10,彰化,https://news.ltn.com.tw/news/society/breakingnews/4692782,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692782_1_1.jpg,〔記者湯世名／彰化報導〕幸運兒是誰？彰化縣和美鎮彰新路「熊福氣彩券行」5月28日開出大樂透頭獎一注獨得，獎金高達1億元，連日來地方都在猜「是誰中獎？」業者則透露，傳聞幸運兒是在地的1名阿嬤，但也有人認為是1名外籍移工，不論是誰都恭喜得獎。,和美
畢業證書無法親領！台東小六童遭鐵捲門壓死 畢典留位子給他,2024/6/2 17:59,台東,https://news.ltn.com.tw/news/society/breakingnews/4692779,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692779_1_1.jpg,〔記者劉人瑋／台東報導〕台東市12歲楊姓少年即將畢業升國中，昨（1日）剛離開家門又復返，不幸被自家鐵捲門夾住胸部送醫不治身亡，讓家屬悲痛欲絕。學校校長難過表示，一路看他個性愈來愈好，因此特地設立「最佳潛力獎」在畢業典禮上頒發，如今本人卻永遠無法親自受獎，但依然會為他留下了空位。,台東市
鸚鵡飛失疑認錯主人停錯肩 高雄警助飼主尋獲團圓,2024/6/2 17:58,高雄,https://news.ltn.com.tw/news/society/breakingnews/4692772,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692772_1_1.jpg,〔記者黃良傑／高雄報導〕高雄王姓男子飼養2隻黃化玄鳳鸚鵡，疼愛有加，不料外出散步時，其中1隻「美美」疑受驚嚇飛失，飼主著急自責，「美美」飛到路人肩膀，被帶至派出所報案協尋，員警發現牠的腳環有一組號碼，試打聯絡，幸運找到牠的主人，人鳥終於重逢，王男頻向警方道謝。,無相符區域
辣椒水攻擊老闆嗆「你攤位不要做了」 基隆男遭判刑3個月,2024/6/2 17:49,基隆,https://news.ltn.com.tw/news/society/breakingnews/4692748,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692748_1_1.jpg,〔記者吳昇儒／基隆報導〕男子陳威丞與友人林志燁前年3月間，到基隆廟口夜市用餐時，因拿隔壁攤販椅子，引起老闆不滿，進而發生口角。陳、林二人輪流丟擲桌上的碗，還嗆自己是廟口小孩，要老闆不要做了；陳男更拿出辣椒水及碗攻擊對方。基隆地院近日審結，認定陳男觸犯傷害及恐嚇危害安全罪，分別判處有期徒刑2月、35天，均得易科罰金。,無相符區域
盤腿+單手「騰雲駕霧」式騎車 網驚：感覺離西方世界很近,2024/6/2 17:21,台中,https://news.ltn.com.tw/news/society/breakingnews/4692726,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692726_1_1.jpg,〔記者許國楨／台中報導〕台中市一名穿西裝男子盤腿還將一隻手擺在臉前，以仿如打座加上拜佛姿勢單手騎車，奇特騎車方式被民眾直擊拍下後上傳網路，近日瞬間在各社群瘋傳，網友直呼太誇張紛留言「機車襌門修煉心法」、「感覺離西方世界很近」、「西天直達車」等，引發熱議。,無相符區域
男駕車載妻自撞分隔島側翻 2人一度受困,2024/6/2 16:51,新北,https://news.ltn.com.tw/news/society/breakingnews/4692699,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692699_1_1.jpg,〔記者吳昇儒／新北報導〕年約30歲的潘姓男子今日下午2時許，載著李姓妻子行經新北市金山區環金路178號前，疑似一時恍神，不慎撞上中央分隔島，導致車體側翻，2人一度受困車內。所幸消防局接獲通報後，趕往現場，將夫妻2人救出，初步檢視暫無生命危險，現已送往基隆長庚醫院救治，事故原因則待警方進一步調查釐清。,金山
農夫在共有土地種地瓜、玉米 挨告侵權要賠償,2024/6/2 16:50,苗栗,https://news.ltn.com.tw/news/society/breakingnews/4692690,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692690_1_1.jpg,〔記者彭健禮／苗栗報導〕苗栗縣張姓男子，在自己為共有人的持分農牧用地上種植地瓜、玉米，結果，另一名土地共有人魏姓男子主張該土地未達成分管約定，張男栽種作物行為，造成他土地權利受損，提告求償30萬元。苗栗地方法院審理，認張男侵害魏男權利，但依該土地申報地價及雙方持有比例等計算，張男應支付魏男310元。,無相符區域
騎士清晨酒駕左轉撞直行車 空中翻滾兩圈半重落地幸僅輕傷,2024/6/2 16:47,屏東,https://news.ltn.com.tw/news/society/breakingnews/4692687,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692687_1_1.jpg,〔記者陳彥廷／屏東報導〕屏東內埔鄉光明路是鄉內重要幹道，且菜市場就在附近，每逢早上尖峰時刻總是車水馬龍，昨天早上傳出有酒駕騎士欲從光明路左轉進入中興路，卻撞上對向的直行車，當場在空中翻滾兩圈半後重落地，驚悚畫面曝光，但該名騎士最後僅輕傷，是令人嘖嘖稱奇。,內埔
人行道長青苔滑倒判賠107萬 基市府不服提上訴,2024/6/2 16:29,基隆,https://news.ltn.com.tw/news/society/breakingnews/4692656,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692656_1_1.jpg,〔記者陳奕劭／基隆報導〕2021年3月10日，基隆市林姓男子行經樂利二街62巷，因路面青苔濕滑，導致後仰滑倒，造成多處受傷。林男控訴基隆市政府疏於維護，要求賠償近200萬元。基隆地方法院法官審理後，判定應付6成責任，基市府應賠償約107萬元。基市府回應，林男滑倒路段非屬市府管轄範圍，已上訴二審裁判。,無相符區域
北市警搜索東區賭場、招待所查獲毒品 赫見藝人陳零九也在,2024/6/2 16:09,台北,https://news.ltn.com.tw/news/society/breakingnews/4692641,https://img.ltn.com.tw/Upload/news/600/2024/06/02/php2kTYqZ.jpg,〔記者陸運鋒／台北報導〕陳姓男子以撲克協會名義在台北市東區開設賭場，並在同棟大樓設置招待所，警方昨持搜索票進入逮捕陳嫌、女荷官、賭客等人，而其中2名賭客身上搜出毒品，另外警方在招待所內的鄭姓男子身上查獲大麻電子煙，而同包廂友人還出現藝人陳零九，但他沒有任何違法，警方僅抄錄資料。,無相符區域
桃市府首波高樓層住宅聯合稽查 揪社區纜線孔洞未填塞恐竄煙,2024/6/2 15:29,桃園,https://news.ltn.com.tw/news/society/breakingnews/4692600,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692600_1_1.jpg,〔記者鄭淑婷／桃園報導〕有鑑於新竹市「晴空匯」上月26日發生火警，桃市府建築管理處、消防局針對高樓層住宅啟動聯合稽查，第一波於上月31日開始執行，優先抽檢尚未辦理公安申報社區，分別發現有防火門無法完全閉合、門弓（自動閉門）器損壞及電纜管線孔洞未落實填塞等情形，後續也將聚焦防火填塞落實度。,無相符區域
代購虛擬貨幣賺外快 卻成詐團共犯涉洗錢,2024/6/2 14:57,台北,https://news.ltn.com.tw/news/society/breakingnews/4692545,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692545_1_1.jpg,〔記者姚岳宏／台北報導〕高雄市從事體力粗工的30多歲蔡姓男子，因工期有空檔想要利用時間兼差賺錢，3月下旬在臉書看到求職廣告「派單作業員」，加LINE與對方聯絡，對方聲稱協助代購虛擬貨幣，可收3%高額手續費，蔡男依言操作，沒想到帳戶收到的卻是被「愛情詐騙」及「網拍詐騙」被害人所匯出的款項，蔡男除帳戶變成警示帳戶遭凍結，也將面臨洗錢防制法刑責。,無相符區域
高雄3男持棒衝入大樓狠砸保時捷 警逮人追查砸車原因,2024/6/2 14:43,高雄,https://news.ltn.com.tw/news/society/breakingnews/4692548,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692548_1_1.jpg,〔記者黃良傑／高雄報導〕高雄一名吳姓男子的保時捷休旅車放在自家停車場，不明原因遭人持棍棒進入砸毀，毀損行為被人拍錄上傳網路，警方獲報追查帶回黃姓男子等3人，初步釐清雙方熟識，但餐後口角糾紛造成，警方仍將涉案男子依法偵辦。,無相符區域
女惡鄰踹門騷擾3年還加碼潑糞尿 警將她強制送醫,2024/6/2 14:41,桃園,https://news.ltn.com.tw/news/society/breakingnews/4692528,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692528_3_1.jpg,〔記者李容萍／桃園報導〕桃園巿楊梅區一名女子3年多來遭女惡鄰騷擾，對方經常跑來敲門、踹門，甚至還會在門縫噴灑不明液體，最近還用工具撬開住戶鐵門灌膠，昨（1）日下午更變本加厲，竟朝被害人家門縫倒進糞尿，警方接獲報案，經公衛醫護線上評估後，將女惡鄰送醫強制治療。,楊梅
被控綁樁賄選 張智倫獲不起訴,2024/6/2 14:24,新北,https://news.ltn.com.tw/news/society/breakingnews/4692439,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692439_1_1.jpg,〔記者陳奕劭、林欣漢／新北報導〕國民黨立委張智倫在選前遭控以「賢清基金會」捐助支票給社區活動，疑似賄選綁樁。對此，新北市地檢署5月6日認定張罪嫌不足，予以不起訴處分。張智倫說，自己與地方社團媒合做公益，卻因選舉遭到抹黑，謝謝檢察官還他清白。,無相符區域
高雄女模會館暗藏天九牌賭場 警破門逮28人、扣11萬賭金,2024/6/2 13:57,高雄,https://news.ltn.com.tw/news/society/breakingnews/4692514,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692514_2_1.jpg,〔記者黃良傑／高雄報導〕高市新興區女模會館暗藏天九牌職業賭場，轄區警方鎖定查緝，昨天凌晨持搜索票攻堅破門查緝，一口氣逮獲24名賭客，以及陳姓負責人等4名員工，查扣現金賭資11萬元、抽頭金8200元等證物。,新興
出車禍賠不出來竟動歪腦筋 5嫌偷警消社會住宅電纜線栽了,2024/6/2 13:47,新北,https://news.ltn.com.tw/news/society/breakingnews/4692505,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692505_1_1.jpg,〔記者陸運鋒／新北報導〕新北市陳姓、羅姓男子等人共組竊盜集團，竟將歪腦筋動到興建的中和區警消社會住宅，陳嫌日前潛入偷電纜線遭到警方逮捕後，豈料過了3天，羅嫌又找了3名同夥行竊，警方成立專案小組追查，在上月29日陸續將5人逮捕，於今日宣告偵破。,中和
堆大量花束紙箱擋路！賣花業者沒賺到畢業財先吃罰單,2024/6/2 13:11,新北,https://news.ltn.com.tw/news/society/breakingnews/4692479,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692479_1_1.jpg,〔記者吳仁捷／新北報導〕新北市板橋區致理科大今天畢業典禮，卻傳出業者將大量放有畢業花束的紙箱堆放校門口的早餐店及人行道上，影響通行，警方獲報到場，通知業主移除，當場開單，業者昨晚間11時許返回載走物品，還沒賺到畢業財，先吃上罰單。,板橋
台商爽包二奶不聞問 元配流落街頭到老提告求償百萬,2024/6/2 12:56,彰化,https://news.ltn.com.tw/news/society/breakingnews/4692461,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692461_1_1.jpg,〔記者顏宏駿／彰化報導〕彰化一名台商早年到中國做生意，包二奶、生小孩，生活過得好不逍遙，但他對她台灣的配偶不聞不問，元配只能在台中市當街友，露宿街頭。該名台商因年老返台定居，元配提損害賠償告訴，法官判賠45萬元。,無相符區域
避免死者母二度傷害 馬籍海大生K歌遭刺死案不行國民法官參審,2024/6/2 12:55,基隆,https://news.ltn.com.tw/news/society/breakingnews/4692464,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692464_1_1.jpg,〔記者吳昇儒／基隆報導〕海洋大學馬來西亞籍陳姓男學生去年與友人到KTV歡唱後，卻遭男子陳志鴻持折疊刀刺死。基隆地檢署調查後，認定行兇者僅因其友人誤闖對方包廂，竟持刀攻擊死者，依傷害致死罪將其起訴，且該案適用國民法官法審理。基隆地院憂心死者母親受到二次傷害，且該案僅餘刑罰量定，其公益程度已明顯降低，裁定不行國民參與審判。,無相符區域
北市東區商業大樓藏撲克賭場 主打美女荷官發牌逮51人,2024/6/2 12:41,台北,https://news.ltn.com.tw/news/society/breakingnews/4692426,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692426_2_1.jpg,〔記者陸運鋒／台北報導〕陳姓男子涉嫌假藉以撲克協會名義，在台北市東區商業大樓開設賭場，還主打美女荷官發牌吸引年輕賭客，大安警分局接獲線報進行蒐證後，於昨天持搜索票進入，當場查獲陳嫌、女荷官、賭客及關係人共51人，以及95萬餘元現金等證物，並在3人身上搜出毒品，詢後移送偵辦。,大安
搶命103天！彰化小姊妹仍命危 弟弟呼喚「回來吃粽子」,2024/6/2 12:34,彰化,https://news.ltn.com.tw/news/society/breakingnews/4692444,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692444_3_1.jpg,〔記者湯世名／彰化報導〕彰化伸港鄉陳家姊妹發生車禍至今天（6月2日）已是第103天，在秀傳與彰基搶救的姊妹倆昏迷指數都是3，雙眼瞳孔放大、對光無反應，仍屬命危階段，端午節將屆之際，弟弟今天親情呼喚「姊姊趕快醒來，回家吃粽子」，令人不捨。,伸港
通緝犯忍腰痛縮進紙箱 員警聽聲辨位開箱逮人,2024/6/2 12:31,桃園,https://news.ltn.com.tw/news/society/breakingnews/4692442,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692442_1_1.jpg,〔記者鄭淑婷／桃園報導〕40歲林姓男子涉嫌毒品、詐欺及公共危險罪被發布3條通緝，為規避警方追緝，逃往友人所承租位於新北市新莊區的倉庫藏匿，桃園警分局龍安派出所員警循線前往訪查，林男忍著腰痛蜷縮躲進紙箱中，員警聽到細微聲響開箱逮人。,無相符區域
台中公園驚見浮屍7天內第2起 打撈上岸查死因,2024/6/2 12:29,台中,https://news.ltn.com.tw/news/society/breakingnews/4692441,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692441_1_1.jpg,〔記者許國楨／台中報導〕中部知名地標之一的台中公園，今天上午11點有民眾在園內散步時，驚見日月湖中有一具浮屍急報案，警消獲報趕往處理，經打撈上岸後發現已明顯死亡，目前只知是一名男性，但因身上沒有證件或其他物品，除持續調閱公園周圍監視器確認落水原因，確實身分及死因正由警方調查釐清中。,無相符區域
台南補習班老闆疑為家長會選舉遭痛毆 雙煞落網稱對方囂張,2024/6/2 12:24,台南,https://news.ltn.com.tw/news/society/breakingnews/4692425,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692425_2_1.jpg,〔記者王俊忠／台南報導〕台南市安南區1家補習班於5月29日下午兩點許，遭1胖1瘦的兩名男性歹徒闖入，兩惡煞明顯針對坐在補習班櫃檯的趙姓老闆下手，胖煞先對老闆噴辣椒水，接著雙煞徒手朝老闆頭部與身體猛K成傷。警方循線於6月1日下午逮到雙煞、依法送辦。,安南區
嘉市民宅火警 男子全身燒燙傷從5樓跳下重摔車頂,2024/6/2 12:18,嘉義,https://news.ltn.com.tw/news/society/breakingnews/4692434,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692434_3_1.jpg,〔記者丁偉杰／嘉義報導〕嘉義市民生南路608巷一間5層樓民宅今天清晨5時許發生火災，一名42歲男子為了逃生，從5樓跳下，重摔在自小客車車頂，他身上有80％的2度燒燙傷，送醫時意識不清，呈呼吸窘迫情形，插管搶救中。,無相符區域
蘇震清涉SOGO案收賄一審判10年 高院裁定延長限境8個月,2024/6/2 11:52,台北,https://news.ltn.com.tw/news/society/breakingnews/4692399,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692399_1_1.jpg,〔記者楊國文／台北報導〕無黨籍前立委蘇震清等跨黨派4名立委涉嫌收受前太流公司負責人李恆隆賄款為SOGO經營權案施壓經濟部，一審分別被依貪污治罪條例的不違背職務收受賄賂罪重判7年4月至10年不等徒刑；其中，蘇震清涉收賄2580萬元，被重判10年，上訴審理中；高等法院認定罪嫌重大，且一審被判刑10年，加上曾任立委有豐富人脈，有逃亡之虞，裁定5月29日起延長限制出境、出海期間8個月。,無相符區域
國中生帶3.5萬引覬覦！遭8+9圍毆搶錢還錄影 中警逮9人,2024/6/2 11:44,台中,https://news.ltn.com.tw/news/society/breakingnews/4692398,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692398_1_1.jpg,〔記者許國楨／台中報導〕台中市蕭姓國中生由阿嬤帶大，平日不缺零用錢，引起網路認識、常在一起玩樂的洪姓少年等人覬覦，昨凌晨雙方在一中商圈巧遇，蕭生被約往附近宮廟聊天時，遭洪等多人圍毆搶走身上3.5萬元，洪一方還錄影PO網炫耀，警方獲報偵辦，迅速將施暴搶錢的洪等9人逮捕到案，訊後依法送辦。,無相符區域
婦人遭貨車尾門夾住「頭不見了」 一度命危送醫昏迷,2024/6/2 10:37,新北,https://news.ltn.com.tw/news/society/breakingnews/4692331,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692331_2_1.jpg,〔記者吳仁捷／新北報導〕新北市樹林區一名婦人今天凌晨駕車到超商寄貨，拿取物品時遭貨車尾門夾中，整個頭部遭夾入，靠近一看宛如整顆頭都不見，只剩身軀卡在尾門與車篷架之間，路人見狀報案，消防單位緊急出動，無法開啟尾門，緊急破壞，黃女當場失去生命徵象，昏迷指數3，警、消不排除操作不慎釀禍，仍待黃女清醒釐清全案。,樹林
弄丟婚戒求助警巧遇「亮點」幸運找回 深情男：像從地獄回天堂,2024/6/2 10:23,台南,https://news.ltn.com.tw/news/society/breakingnews/4692322,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692322_3_1.jpg,〔記者王俊忠／台南報導〕台南市警局二分局昨（1日）下午接獲一名28歲胡姓男子報案，指其於前一天晚間到中西區一家量販店購物時不慎遺失定情婚戒，怎麼找都找不到，只好求助。員警前往量販店調閱監視器、在賣場附近步行途中赫見地面有個「亮點」，定睛一看竟是胡男弄丟的婚戒。對於心愛婚戒失而復得，胡男一再謝員警幫忙說：「心情像從地獄回到天堂」。,中西
見前女友熟睡塗抹快感增強液挨告性侵 判刑1年10月,2024/6/2 10:16,屏東,https://news.ltn.com.tw/news/society/breakingnews/4692320,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692320_1_1.jpg,〔記者李立法／屏東報導〕鄭姓男子見前女友在租屋處客廳熟睡，竟起色心，將塗抹快感增強液的手指伸進前女友下體，結果非但未能引起對方性慾，反而挨告性侵，屏東地院審理後，認定鄭男犯乘機性交罪，判刑1年10個月，可上訴。,無相符區域
台8線噪音、改裝及無照駕駛車多 和平警2小時取締10件,2024/6/2 09:55,台中,https://news.ltn.com.tw/news/society/breakingnews/4692304,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692304_1_1.jpg,〔記者歐素美／台中報導〕台中市和平區台8線是通往谷關風景區的主要道路，為維護原鄉居民社區安寧，和平警分局會同監理單位等於昨晚執行聯合稽查，2小時即取締10件噪音、改裝及無照駕駛違規，共開罰6萬6300元。,和平
市民停車超線被拖吊怨太over 新北議員黃心華盼警給彈性空間,2024/6/2 09:37,新北,https://news.ltn.com.tw/news/society/breakingnews/4692291,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692291_1_1.jpg,〔記者董冠怡／新北報導〕有新店區市民日前至中和區時，將車停放在泰和街一處路邊收費停車格，暫時離開現場，未料返回後卻驚覺車子被拖吊，不只要繳停車費還得罰錢，質疑警察「搶錢」。轄區市議員黃心華說，從照片上來看，雖然車輛前側有些微超線，但應不至於嚴重到需要拖吊的程度，且警方引用的法條內容不夠明確，詢問相關類型案件執法技巧能否調整，依據實際情節輕重程度斟酌處置。市府警察局長廖訓誠回應，內部會再檢討。,"中和,新店"
桃園男被騙成警示戶特地南下貸款 高雄女警揭真相還是詐騙,2024/6/2 09:29,高雄,https://news.ltn.com.tw/news/society/breakingnews/4692288,https://img.ltn.com.tw/Upload/news/600/2024/06/02/4692288_1_1.jpg,〔記者黃良傑／高雄報導〕家住桃園市的張姓男子（62歲）先前因落入詐團圈套，將自己的提款卡寄給歹徒，使得金融帳號慘遭警示，為了生活上網找小額方便貸，沒想到還是被詐，原想貸10萬元，對方以超時借貸要求需先繳4萬元，後又誆可再增貸5萬元，共貸領15萬元，但需先付1萬元手續費和保證金，雙方約高雄交易，幸被女警及時阻詐。,無相符區域
筆電起火？新竹縣竹北暗夜火警 大樓居民虛驚一場,2024/6/2 06:00,新竹,https://news.ltn.com.tw/news/society/breakingnews/4692213,https://img.ltn.com.tw/Upload/news/600/2024/06/01/4692213_2_1.jpg,〔記者黃美珠／新竹報導〕新竹縣竹北市嘉豐7街1處住宅1樓昨（1日）晚10點多疑似辦公用品和筆電起火，所幸及時發現，無人受困受傷，起火原因消防局調查釐清中。,竹北
從此可隨意罵警?有侮辱犯意仍恐判刑,2024/6/2 05:30,台南,https://news.ltn.com.tw/news/society/paper/1649165,https://img.ltn.com.tw/Upload/news/600/2024/06/02/64.jpg,〔記者王捷／台南報導〕雖然大法官已將「侮辱職務罪」除罪化，以及大幅限縮「侮辱公務員罪」的構成要件，但不代表民眾恣意罵辱公務人員或執法的警察都沒事，因為公務員仍然可依刑法「公然侮辱罪」提告，若是在公眾場合罵人、且有侮辱的犯意，就會構成犯罪。,無相符區域
二手菸之戰／鄰居反目 夫妻下跪100秒難止訟…,2024/6/2 05:30,台中,https://news.ltn.com.tw/news/society/paper/1649167,https://img.ltn.com.tw/Upload/news/600/2024/06/02/67.jpg,〔記者張瑞楨／台中報導〕台中市陳姓退休男子，不只是控告吸菸的謝男「禁止繼續毒害（侵害）」訴訟，還多次控告謝男與妻子公然侮辱罪，以及民事損害賠償訴訟，謝妻開庭時忍不住向法官抱怨，雙方原本相處頗佳，反目之後，夫妻因陳男屢次興訟而痛苦不堪，她甚至曾下跪懇求陳男撤告，陳男無動於衷，他們夫妻才會忍不住用不雅之詞回擊陳男，又挨告妨害名譽，陷入訟累纏身的循環之苦。,無相符區域
法官親赴現場聞出「心證」 二手菸之戰 判菸男賠鄰居5萬5,2024/6/2 05:30,台中,https://news.ltn.com.tw/news/society/paper/1649257,https://img.ltn.com.tw/Upload/news/600/2024/06/02/177.jpg,〔記者張瑞楨／台中報導〕住在台中市大甲區的陳姓男子，控告鄰居謝姓男子因為吸菸，二手菸長期飄入他家造成身體健康危害，雙方一度和解，但陳男仍持續聞到菸味，五度提出「禁止繼續毒害」訴訟；其中兩場官司的法官，為查明侵害程度，親赴現場測試、聞嗅而得出「心證」，認為確有菸味飄到陳家，兩案各判謝男賠償五萬元及五千元。,大甲
保全兼差運毒 減刑後仍要關很久,2024/6/2 05:30,新北,https://news.ltn.com.tw/news/society/paper/1649163,https://img.ltn.com.tw/Upload/news/600/2024/06/02/62.jpg,〔記者王定傳／新北報導〕運毒集團成員黃震愷、張歸意，以化整為「平」手法，提供空屋或廢墟地址，請在泰國的成員於普通信件中夾藏十多公克大麻，以平信寄來台灣闖關，但逃不過緝毒犬的「法鼻」，透過聞嗅截下「毒信」。本案法官雖審酌認為，兩人已認罪而予減刑，但他們共運輸約一公斤大麻，數量不少，且觸犯的是十年有期徒刑起跳、最重可判無期徒刑的運輸第二級毒品重罪，因此仍分別判六年四月、五年二月徒刑，二人被自以為的天衣無縫計畫，害慘自己。,無相符區域
警3路包抄詐團水房 2車手各拎百萬現金遭活逮,2024/6/2 05:30,台北,https://news.ltn.com.tw/news/society/paper/1649166,https://img.ltn.com.tw/Upload/news/600/2024/06/02/65.jpg,〔記者鄭景議／台北報導〕以黃姓男子為首的詐騙集團，今年初起在網路投放廣告，佯稱有投資股票獲利管道，來詐騙民眾，並招募未成年人當提款車手，新北市永和警分局獲報，近日執行三波查緝行動，直搗其水房逮捕黃等八名詐團成員，其中包括兩名未成年車手，搜索時黃男正拎著裝著上百萬元現金的紙袋要出門，黃男辯稱是「母親節紅包」，另一名車手此時也拿著一百多萬元疑似贓款返回據點，被依現行犯逮捕。,無相符區域
大麻化整為「平」 以為薄信無人疑,2024/6/2 05:30,新北,https://news.ltn.com.tw/news/society/paper/1649162,https://img.ltn.com.tw/Upload/news/600/2024/06/02/60.jpg,〔記者王定傳／新北報導〕近年發生的國際包裹藏毒闖關案，已有多起都被海關及執法人員識破，男子黃震愷、張歸意認為包裹太顯眼，改以化整為「平」方式，分數十次將大麻壓平後藏在平信內，從泰國寄回台灣，二人以為薄薄的信件不會讓人生疑，沒想到仍被財政部關務署台北關的緝毒犬Ennis嗅出「毒味」，助檢警逮捕運、販毒品的集團成員，阻止超過一公斤大麻流入市面；新北地院依運輸二級毒品等罪，判黃男六年四月、張男五年二月徒刑。,無相符地區
